Date,Year,Quarter,Month,Region,Country,Salesperson,Channel,Product,Category,Units_Sold,Unit_Price,Discount_Pct,Revenue,COGS,Gross_Profit,Gross_Margin_Pct,Pipeline_Stage,Deal_Size,Customer_Type,Contract_Length_Mo,NPS_Score,Forecast_Revenue,Target_Revenue,Attainment_Pct,Lead_Source,Days_To_Close
2024-03-18,2024,Q1,March,North America,Canada,Rep_014,Partner,Cloud Storage,Add-on,29,5052.79,18.8,118943.66,47003.17,71940.49,60.5,Negotiation,Enterprise,Existing,12,2,107428.26,126985.95,72.9,Event,151
2022-02-19,2022,Q1,February,Latin America,UAE,Rep_030,Direct,Cloud Storage,Add-on,50,1557.51,4.6,74275.02,37052.0,37223.02,50.1,Closed Won,Enterprise,Existing,24,9,67333.49,72073.58,81.6,SEO,143
2023-03-01,2023,Q1,March,Middle East & Africa,UAE,Rep_004,Direct,Pro Plan,Software,22,7409.46,23.6,124484.25,51136.09,73348.15,58.9,Proposal,Enterprise,Existing,36,10,113053.47,117833.45,111.9,Paid,22
2023-02-24,2023,Q1,February,Asia Pacific,India,Rep_014,Partner,Starter Kit,Add-on,16,5487.41,18.4,71613.35,40585.74,31027.61,43.3,Negotiation,Enterprise,Existing,24,9,74194.68,65229.6,65.1,Referral,120
2024-09-22,2024,Q3,September,Latin America,Australia,Rep_040,Online,Pro Plan,Software,46,5411.66,22.5,192959.97,126047.71,66912.26,34.7,Closed Won,Enterprise,New,36,2,176757.91,223675.02,83.1,Inbound,32
2022-12-04,2022,Q4,December,North America,USA,Rep_019,Reseller,Security Module,Add-on,45,1648.95,5.1,70413.64,25052.66,45360.98,64.4,Discovery,Enterprise,New,36,6,69288.85,77108.83,61.7,Outbound,21
2022-02-15,2022,Q1,February,Middle East & Africa,UAE,Rep_032,Marketplace,Analytics Add-on,Add-on,42,3490.6,16.4,122570.66,65191.8,57378.86,46.8,Discovery,Enterprise,Reactivated,36,8,117767.91,104526.02,123.1,Outbound,71
2023-04-10,2023,Q2,April,Asia Pacific,Australia,Rep_011,Marketplace,Cloud Storage,Add-on,19,7742.55,8.8,134121.64,45872.77,88248.86,65.8,Closed Lost,Enterprise,Reactivated,24,3,146815.07,152326.33,115.4,Paid,44
2022-11-27,2022,Q4,November,North America,UAE,Rep_012,Partner,Analytics Add-on,Add-on,3,9937.98,11.0,26527.77,13226.39,13301.38,50.1,Discovery,Mid-Market,Reactivated,1,6,29063.95,22792.07,95.9,Outbound,141
2023-09-10,2023,Q3,September,North America,UAE,Rep_010,Direct,Pro Plan,Software,26,9323.48,23.7,184971.89,119297.3,65674.59,35.5,Discovery,Enterprise,Reactivated,24,5,184006.73,169421.46,135.5,SEO,175
2022-10-29,2022,Q4,October,Asia Pacific,France,Rep_008,Online,Cloud Storage,Add-on,45,1299.69,1.0,57900.14,24549.3,33350.84,57.6,Closed Won,Enterprise,Existing,12,8,56248.76,53878.78,108.7,Outbound,154
2024-12-14,2024,Q4,December,Asia Pacific,UK,Rep_033,Reseller,Analytics Add-on,Add-on,13,419.98,11.1,4851.68,2372.8,2478.88,51.1,Closed Lost,SMB,Existing,24,10,4953.64,5712.18,132.7,Referral,106
2022-10-30,2022,Q4,October,Asia Pacific,Australia,Rep_036,Direct,Data Connector,Add-on,25,3852.75,8.8,87858.12,35749.87,52108.25,59.3,Closed Lost,Enterprise,Reactivated,36,7,93194.37,80430.04,124.5,Event,111
2022-10-13,2022,Q4,October,Europe,UAE,Rep_005,Marketplace,Pro Plan,Software,14,3170.67,13.1,38559.87,24285.2,14274.68,37.0,Proposal,Mid-Market,New,1,7,39630.34,35063.71,74.0,Event,150
2022-10-08,2022,Q4,October,Europe,Brazil,Rep_038,Online,Analytics Add-on,Add-on,25,3035.74,20.6,60282.2,32076.1,28206.1,46.8,Proposal,Enterprise,Reactivated,36,4,54577.58,48284.76,81.0,Paid,167
2024-08-25,2024,Q3,August,Asia Pacific,USA,Rep_008,Online,Pro Plan,Software,27,1956.85,16.1,44318.11,27828.06,16490.05,37.2,Proposal,Mid-Market,New,24,10,44145.15,43184.78,80.6,Paid,126
2022-09-02,2022,Q3,September,Middle East & Africa,USA,Rep_010,Online,AI Accelerator,Add-on,47,5836.58,4.1,263151.41,140265.03,122886.39,46.7,Proposal,Enterprise,Reactivated,12,6,245431.26,239222.57,93.6,Referral,17
2023-08-17,2023,Q3,August,Middle East & Africa,Germany,Rep_007,Marketplace,Security Module,Add-on,41,9374.91,19.2,310721.58,164690.22,146031.36,47.0,Closed Lost,Enterprise,Reactivated,24,6,331031.71,333710.9,84.1,Paid,97
2022-07-16,2022,Q3,July,Europe,Canada,Rep_022,Partner,AI Accelerator,Add-on,1,1541.1,19.5,1241.05,570.75,670.29,54.0,Closed Won,SMB,New,12,9,1171.83,1086.37,131.8,SEO,139
2024-12-25,2024,Q4,December,Latin America,USA,Rep_031,Online,Pro Plan,Software,30,9176.11,3.3,266251.66,90607.09,175644.57,66.0,Negotiation,Enterprise,Reactivated,24,3,283134.08,307757.78,107.8,Referral,49
2023-09-16,2023,Q3,September,North America,Brazil,Rep_009,Partner,Enterprise Suite,Software,15,1460.4,17.2,18137.93,10373.84,7764.09,42.8,Closed Lost,Mid-Market,New,36,2,16606.13,20130.87,120.6,Inbound,55
2022-08-09,2022,Q3,August,Middle East & Africa,UK,Rep_020,Direct,Enterprise Suite,Software,38,779.8,6.3,27758.03,9770.7,17987.34,64.8,Closed Won,Mid-Market,New,12,10,29985.2,24258.1,88.1,Inbound,42
2023-07-23,2023,Q3,July,Asia Pacific,France,Rep_037,Direct,AI Accelerator,Add-on,11,8579.35,15.3,79911.27,46733.5,33177.77,41.5,Closed Won,Enterprise,Reactivated,1,9,75388.26,70051.74,82.5,SEO,6
2022-07-22,2022,Q3,July,Middle East & Africa,UK,Rep_012,Online,Analytics Add-on,Add-on,46,4851.21,4.6,212827.78,105894.82,106932.96,50.2,Proposal,Enterprise,Existing,12,9,201230.97,179868.88,138.8,Inbound,124
2022-08-14,2022,Q3,August,Latin America,UK,Rep_021,Reseller,Starter Kit,Add-on,49,3739.25,18.1,150145.38,68171.56,81973.82,54.6,Closed Won,Enterprise,Existing,24,8,153159.98,138854.86,138.1,Event,62
2024-04-14,2024,Q2,April,Latin America,UAE,Rep_012,Direct,Security Module,Add-on,13,8595.38,20.1,89323.92,58516.96,30806.96,34.5,Proposal,Enterprise,Reactivated,1,7,88217.35,94988.78,66.8,Outbound,106
2024-03-31,2024,Q1,March,Europe,Canada,Rep_008,Partner,Pro Plan,Software,5,3763.36,5.0,17874.71,6581.58,11293.13,63.2,Proposal,Mid-Market,Reactivated,36,5,18821.42,19776.38,107.5,Paid,107
2023-12-31,2023,Q4,December,Middle East & Africa,Australia,Rep_007,Direct,Cloud Storage,Add-on,26,9876.73,3.7,247333.68,109870.63,137463.05,55.6,Negotiation,Enterprise,Existing,36,4,253683.78,211184.22,68.0,Inbound,22
2024-10-17,2024,Q4,October,Europe,India,Rep_007,Direct,Enterprise Suite,Software,25,6123.92,7.6,141510.35,58443.5,83066.86,58.7,Discovery,Enterprise,Existing,36,4,135667.76,141391.43,100.4,SEO,92
2022-02-06,2022,Q1,February,Latin America,Australia,Rep_003,Direct,Enterprise Suite,Software,8,3958.57,9.4,28689.07,11990.99,16698.09,58.2,Closed Lost,Mid-Market,Reactivated,24,3,28640.18,24494.59,117.3,Event,33
2024-10-01,2024,Q4,October,Latin America,Australia,Rep_038,Reseller,Cloud Storage,Add-on,36,8571.64,9.8,278385.89,131661.88,146724.02,52.7,Discovery,Enterprise,Reactivated,24,5,268390.88,225843.01,63.6,Referral,94
2022-02-25,2022,Q1,February,Latin America,USA,Rep_016,Partner,AI Accelerator,Add-on,7,4394.85,10.3,27595.82,16858.23,10737.58,38.9,Closed Lost,Mid-Market,Reactivated,24,10,25305.04,29670.93,129.5,Inbound,91
2022-12-14,2022,Q4,December,Middle East & Africa,France,Rep_027,Online,Enterprise Suite,Software,21,565.3,10.6,10617.49,5513.54,5103.95,48.1,Closed Won,Mid-Market,Reactivated,36,10,9602.96,9838.22,105.6,Referral,151
2022-07-20,2022,Q3,July,North America,UAE,Rep_011,Marketplace,Cloud Storage,Add-on,45,6815.09,12.6,268131.93,117762.27,150369.66,56.1,Negotiation,Enterprise,Existing,36,4,267968.47,305384.48,123.0,SEO,59
2023-08-12,2023,Q3,August,North America,UK,Rep_038,Direct,Security Module,Add-on,20,9962.03,5.6,187989.21,79797.23,108191.98,57.6,Discovery,Enterprise,Existing,24,2,190486.77,190325.06,94.2,Referral,24
2023-09-11,2023,Q3,September,Latin America,India,Rep_033,Reseller,Security Module,Add-on,43,5490.49,10.1,212346.01,82636.36,129709.65,61.1,Discovery,Enterprise,New,1,9,227750.01,218872.96,77.0,Paid,124
2023-07-03,2023,Q3,July,Middle East & Africa,Germany,Rep_016,Partner,Data Connector,Add-on,47,6341.23,9.1,270896.03,128325.43,142570.61,52.6,Negotiation,Enterprise,Existing,36,6,290410.62,315446.27,110.7,Event,73
2023-08-11,2023,Q3,August,Asia Pacific,Japan,Rep_002,Partner,Starter Kit,Add-on,44,6091.08,2.8,260398.72,107595.97,152802.75,58.7,Negotiation,Enterprise,Existing,36,9,285985.14,252276.27,132.5,Outbound,45
2023-07-13,2023,Q3,July,North America,USA,Rep_032,Direct,Starter Kit,Add-on,17,7937.76,13.8,116363.65,49853.38,66510.27,57.2,Closed Won,Enterprise,New,24,10,111662.07,96050.36,136.4,Referral,176
2022-07-04,2022,Q3,July,Europe,France,Rep_038,Marketplace,Data Connector,Add-on,16,1295.94,23.3,15898.89,10027.86,5871.03,36.9,Negotiation,Mid-Market,Existing,1,4,16216.3,17636.26,85.1,SEO,104
2023-04-29,2023,Q2,April,Europe,Canada,Rep_017,Marketplace,Data Connector,Add-on,10,1245.78,6.9,11602.71,4404.16,7198.55,62.0,Closed Won,Mid-Market,Existing,24,2,11176.87,11248.97,114.6,Referral,42
2024-01-14,2024,Q1,January,Asia Pacific,USA,Rep_016,Online,Cloud Storage,Add-on,20,405.53,15.1,6882.17,4393.49,2488.68,36.2,Discovery,SMB,Existing,24,6,7437.09,7392.14,102.8,Outbound,118
2024-03-06,2024,Q1,March,Latin America,Brazil,Rep_014,Partner,Enterprise Suite,Software,17,3147.7,18.9,43388.46,28579.17,14809.29,34.1,Proposal,Mid-Market,Reactivated,24,7,45899.07,39466.78,66.4,Event,125
2024-04-25,2024,Q2,April,Latin America,UAE,Rep_027,Marketplace,AI Accelerator,Add-on,7,8278.13,12.7,50611.77,27502.79,23108.98,45.7,Discovery,Enterprise,Reactivated,24,8,52587.76,55915.39,111.3,Outbound,166
2024-06-27,2024,Q2,June,North America,UK,Rep_011,Partner,Starter Kit,Add-on,26,2159.74,14.4,48069.81,21135.32,26934.48,56.0,Discovery,Mid-Market,Reactivated,12,10,49855.63,53696.71,85.6,Event,39
2023-06-18,2023,Q2,June,Middle East & Africa,Germany,Rep_026,Reseller,Starter Kit,Add-on,21,8034.38,10.4,151238.33,58996.33,92242.0,61.0,Discovery,Enterprise,New,1,1,164036.49,160137.6,110.1,Inbound,123
2023-02-11,2023,Q1,February,Europe,UK,Rep_024,Partner,Security Module,Add-on,4,4129.14,6.5,15442.34,6725.97,8716.37,56.4,Discovery,Mid-Market,New,1,9,15242.08,18036.59,96.3,Paid,131
2022-08-31,2022,Q3,August,Europe,Australia,Rep_025,Partner,Analytics Add-on,Add-on,13,9470.31,6.7,114920.74,61969.85,52950.89,46.1,Proposal,Enterprise,New,12,5,120131.43,100641.29,74.4,Outbound,12
2023-08-18,2023,Q3,August,Europe,Australia,Rep_006,Direct,Security Module,Add-on,40,4618.57,14.6,157821.07,66891.6,90929.47,57.6,Proposal,Enterprise,New,24,7,163718.92,171288.63,116.7,Paid,157
2023-06-09,2023,Q2,June,North America,UAE,Rep_039,Marketplace,Pro Plan,Software,36,774.77,5.9,26254.28,10688.58,15565.7,59.3,Closed Won,Mid-Market,New,24,9,26882.58,24180.27,91.6,Referral,38
2022-03-26,2022,Q1,March,Asia Pacific,Germany,Rep_006,Online,Starter Kit,Add-on,11,5135.72,21.9,44094.16,30087.08,14007.08,31.8,Discovery,Mid-Market,Existing,12,5,40715.16,36054.25,70.2,Referral,97
2024-05-30,2024,Q2,May,Asia Pacific,Canada,Rep_011,Online,Security Module,Add-on,40,8328.97,12.9,290100.44,177133.7,112966.74,38.9,Proposal,Enterprise,New,36,1,272051.55,238412.33,74.7,Event,71
2022-12-01,2022,Q4,December,Latin America,UAE,Rep_036,Reseller,Cloud Storage,Add-on,8,9951.98,1.0,78803.9,42339.82,36464.08,46.3,Proposal,Enterprise,Existing,1,3,72872.4,65992.84,129.5,Outbound,48
2024-11-07,2024,Q4,November,Middle East & Africa,France,Rep_037,Partner,Security Module,Add-on,43,5938.64,24.3,193332.41,113862.32,79470.1,41.1,Proposal,Enterprise,New,12,8,200172.84,223288.71,62.1,Paid,179
2022-09-07,2022,Q3,September,Asia Pacific,USA,Rep_006,Reseller,Data Connector,Add-on,38,9304.65,8.1,324977.96,115449.03,209528.93,64.5,Proposal,Enterprise,Existing,24,10,335247.67,302804.96,63.5,SEO,120
2023-10-28,2023,Q4,October,Europe,UK,Rep_036,Marketplace,Starter Kit,Add-on,4,8054.27,20.0,25788.58,11944.11,13844.47,53.7,Proposal,Mid-Market,New,36,5,24127.85,30585.77,129.2,Inbound,10
2023-03-03,2023,Q1,March,Latin America,Germany,Rep_008,Online,Starter Kit,Add-on,50,4142.48,23.9,157702.65,95648.28,62054.37,39.3,Proposal,Enterprise,Existing,24,10,146073.24,168143.85,126.6,SEO,56
2024-09-29,2024,Q3,September,Latin America,Canada,Rep_024,Marketplace,Cloud Storage,Add-on,31,2830.1,2.3,85754.17,39487.34,46266.83,54.0,Closed Lost,Enterprise,Existing,36,2,77872.3,80325.76,97.1,Outbound,170
2022-11-14,2022,Q4,November,Middle East & Africa,UK,Rep_031,Online,Cloud Storage,Add-on,41,6541.81,11.7,236818.41,86094.74,150723.67,63.6,Closed Lost,Enterprise,New,24,4,237912.13,217444.92,63.8,Inbound,16
2024-11-17,2024,Q4,November,Middle East & Africa,Brazil,Rep_023,Online,Pro Plan,Software,28,4246.59,18.0,97492.5,49483.8,48008.7,49.2,Discovery,Enterprise,New,1,2,102182.2,96044.89,122.9,Event,16
2022-06-20,2022,Q2,June,Asia Pacific,India,Rep_017,Online,Data Connector,Add-on,21,5953.64,16.8,104076.43,51729.65,52346.78,50.3,Closed Lost,Enterprise,New,12,2,109218.41,108408.21,129.7,Inbound,116
2024-12-30,2024,Q4,December,North America,Canada,Rep_039,Reseller,Enterprise Suite,Software,26,1342.45,11.9,30740.32,11969.63,18770.69,61.1,Negotiation,Mid-Market,Reactivated,24,7,32613.27,25669.83,70.8,Outbound,33
2022-02-02,2022,Q1,February,North America,France,Rep_013,Direct,Analytics Add-on,Add-on,14,4913.95,6.0,64636.94,23135.06,41501.88,64.2,Negotiation,Enterprise,Existing,12,8,63627.05,54720.57,132.2,Paid,118
2024-09-20,2024,Q3,September,North America,Canada,Rep_004,Online,Cloud Storage,Add-on,29,5934.22,14.2,147593.66,60289.89,87303.77,59.2,Closed Won,Enterprise,New,36,7,157884.37,161590.16,107.7,SEO,79
2022-03-17,2022,Q1,March,Latin America,Australia,Rep_015,Direct,Cloud Storage,Add-on,32,5229.89,23.4,128225.05,80524.1,47700.95,37.2,Discovery,Enterprise,New,36,10,123502.53,105837.5,131.4,Event,126
2022-08-28,2022,Q3,August,Middle East & Africa,Brazil,Rep_013,Reseller,Cloud Storage,Add-on,42,3597.29,0.5,150300.2,71672.02,78628.18,52.3,Negotiation,Enterprise,Existing,12,9,141874.44,174893.53,87.1,SEO,173
2024-08-17,2024,Q3,August,Asia Pacific,UAE,Rep_031,Partner,Starter Kit,Add-on,47,7170.57,20.8,266826.42,181972.62,84853.8,31.8,Discovery,Enterprise,New,24,2,275741.43,227239.68,76.0,SEO,130
2022-07-26,2022,Q3,July,Latin America,UAE,Rep_017,Online,Data Connector,Add-on,20,2499.25,25.0,37497.91,21953.75,15544.16,41.5,Closed Lost,Mid-Market,New,1,2,36280.99,31707.77,78.1,SEO,62
2024-09-23,2024,Q3,September,Asia Pacific,Germany,Rep_033,Marketplace,Security Module,Add-on,23,7738.86,13.9,153207.24,87666.21,65541.03,42.8,Closed Won,Enterprise,Reactivated,1,8,162368.63,181559.59,120.5,Inbound,161
2022-07-28,2022,Q3,July,Middle East & Africa,UAE,Rep_011,Online,Enterprise Suite,Software,7,1836.05,5.1,12192.45,4235.05,7957.4,65.3,Proposal,Mid-Market,Reactivated,36,2,11349.45,11527.9,125.5,Inbound,56
2024-06-18,2024,Q2,June,North America,Germany,Rep_006,Online,Data Connector,Add-on,16,8380.17,7.2,124470.4,56102.34,68368.06,54.9,Negotiation,Enterprise,Reactivated,36,6,127692.7,111796.89,120.3,SEO,112
2023-04-13,2023,Q2,April,Latin America,France,Rep_024,Direct,Starter Kit,Add-on,27,9195.6,23.8,189200.1,130227.49,58972.61,31.2,Proposal,Enterprise,New,1,9,205987.56,157776.1,85.2,Outbound,116
2022-05-06,2022,Q2,May,North America,France,Rep_019,Reseller,Data Connector,Add-on,43,9239.68,14.4,340237.62,134185.5,206052.13,60.6,Proposal,Enterprise,Reactivated,24,6,368084.77,273265.55,82.4,SEO,161
2022-10-28,2022,Q4,October,Latin America,Australia,Rep_023,Reseller,Data Connector,Add-on,42,2209.31,19.7,74503.23,40466.73,34036.5,45.7,Closed Lost,Enterprise,Existing,1,1,75061.01,71224.9,117.5,Outbound,138
2023-08-05,2023,Q3,August,North America,Germany,Rep_002,Direct,Analytics Add-on,Add-on,33,5606.5,18.9,149998.4,79618.04,70380.36,46.9,Discovery,Enterprise,Reactivated,24,4,159965.16,138235.05,93.8,SEO,33
2022-05-03,2022,Q2,May,Asia Pacific,UK,Rep_029,Online,AI Accelerator,Add-on,41,5172.49,18.9,171960.91,70186.0,101774.91,59.2,Discovery,Enterprise,Reactivated,1,8,166423.09,153808.53,119.7,SEO,149
2024-12-28,2024,Q4,December,Asia Pacific,Germany,Rep_025,Marketplace,Analytics Add-on,Add-on,20,2987.45,17.9,49071.0,29647.27,19423.73,39.6,Closed Lost,Mid-Market,New,24,9,49879.39,55407.89,88.9,Inbound,42
2024-05-21,2024,Q2,May,North America,Australia,Rep_005,Online,Data Connector,Add-on,6,808.5,11.9,4273.41,2532.83,1740.58,40.7,Discovery,SMB,Existing,36,5,4345.47,4506.68,139.7,Paid,130
2024-05-03,2024,Q2,May,Europe,France,Rep_034,Direct,Starter Kit,Add-on,33,1444.81,3.2,46136.66,22780.39,23356.27,50.6,Closed Lost,Mid-Market,Existing,36,1,48411.16,54331.81,89.5,Inbound,159
2024-04-16,2024,Q2,April,North America,UAE,Rep_020,Online,Pro Plan,Software,24,5802.29,3.8,133917.96,43178.89,90739.07,67.8,Negotiation,Enterprise,Existing,36,1,141717.44,114748.4,107.2,Inbound,83
2023-08-04,2023,Q3,August,Europe,USA,Rep_027,Reseller,Analytics Add-on,Add-on,48,4989.18,8.7,218606.88,79167.95,139438.93,63.8,Discovery,Enterprise,Existing,36,6,230907.86,216440.71,117.6,SEO,38
2022-10-11,2022,Q4,October,Latin America,India,Rep_040,Reseller,Cloud Storage,Add-on,43,4599.93,8.1,181715.39,102179.29,79536.1,43.8,Proposal,Enterprise,New,36,6,183205.25,215011.42,131.2,Paid,76
2022-07-01,2022,Q3,July,North America,UK,Rep_036,Direct,Starter Kit,Add-on,37,6374.07,7.7,217630.87,116245.55,101385.33,46.6,Closed Lost,Enterprise,Reactivated,1,10,218577.73,239442.58,100.2,Inbound,35
2024-12-25,2024,Q4,December,North America,India,Rep_029,Direct,Starter Kit,Add-on,18,7909.22,17.6,117251.96,51439.9,65812.06,56.1,Discovery,Enterprise,Reactivated,24,7,119336.54,116852.04,134.7,Referral,116
2023-01-05,2023,Q1,January,North America,UK,Rep_035,Partner,Data Connector,Add-on,34,3309.35,2.9,109292.94,40989.62,68303.32,62.5,Negotiation,Enterprise,New,12,5,115157.7,94176.73,136.2,Paid,48
2022-05-01,2022,Q2,May,Europe,Germany,Rep_027,Online,AI Accelerator,Add-on,2,7189.35,2.5,14023.74,5384.91,8638.83,61.6,Negotiation,Mid-Market,Existing,1,1,13189.49,15438.08,106.9,Event,135
2024-10-30,2024,Q4,October,North America,Australia,Rep_002,Reseller,Data Connector,Add-on,18,793.19,10.2,12824.47,5942.37,6882.1,53.7,Closed Lost,Mid-Market,New,24,9,14013.24,13722.69,79.7,SEO,171
2022-09-15,2022,Q3,September,Middle East & Africa,Germany,Rep_024,Marketplace,Security Module,Add-on,27,4569.63,12.5,107944.08,63117.39,44826.69,41.5,Closed Lost,Enterprise,New,36,9,106902.25,86398.49,97.2,SEO,79
2022-12-09,2022,Q4,December,North America,UAE,Rep_014,Marketplace,Enterprise Suite,Software,31,2877.37,17.0,74034.75,32354.26,41680.49,56.3,Discovery,Enterprise,Existing,1,3,77576.32,75902.84,84.1,Event,36
2022-10-14,2022,Q4,October,Latin America,UAE,Rep_017,Reseller,Security Module,Add-on,14,6181.36,8.0,79652.66,46675.23,32977.43,41.4,Negotiation,Enterprise,New,24,6,75042.75,94276.66,86.3,Paid,39
2022-01-05,2022,Q1,January,North America,Australia,Rep_026,Marketplace,Cloud Storage,Add-on,1,6791.52,22.4,5271.46,2738.96,2532.51,48.0,Closed Won,SMB,Reactivated,1,9,4776.95,5971.69,113.7,Paid,36
2023-12-24,2023,Q4,December,Middle East & Africa,USA,Rep_008,Reseller,Data Connector,Add-on,23,3989.16,20.3,73128.28,46773.25,26355.03,36.0,Negotiation,Enterprise,New,36,1,69055.34,59081.27,82.5,Paid,96
2023-01-28,2023,Q1,January,Middle East & Africa,Australia,Rep_024,Direct,Pro Plan,Software,41,3170.15,5.9,122364.15,62317.37,60046.78,49.1,Negotiation,Enterprise,Existing,12,1,114926.53,138081.75,91.7,Referral,150
2024-10-21,2024,Q4,October,Europe,India,Rep_037,Partner,Cloud Storage,Add-on,36,2097.95,16.8,62834.44,36607.8,26226.64,41.7,Closed Won,Enterprise,Reactivated,12,2,58152.41,73731.52,128.4,SEO,75
2023-01-28,2023,Q1,January,Middle East & Africa,Canada,Rep_004,Online,Enterprise Suite,Software,40,2677.63,11.3,94950.61,47129.33,47821.28,50.4,Proposal,Enterprise,Existing,24,2,98372.13,93681.57,88.9,Inbound,62
2022-04-07,2022,Q2,April,Latin America,UK,Rep_037,Direct,Security Module,Add-on,35,4597.84,4.9,153095.19,48484.91,104610.28,68.3,Closed Lost,Enterprise,Reactivated,36,2,165863.18,134532.51,86.3,Inbound,165
2022-07-18,2022,Q3,July,Latin America,UAE,Rep_017,Partner,Enterprise Suite,Software,28,8117.98,15.7,191713.54,101862.09,89851.45,46.9,Closed Won,Enterprise,Existing,12,6,204463.16,216378.16,101.6,Outbound,23
2024-06-17,2024,Q2,June,Latin America,Canada,Rep_021,Direct,Pro Plan,Software,38,1422.3,22.9,41660.85,29381.83,12279.02,29.5,Closed Lost,Mid-Market,New,36,1,40006.67,43763.64,65.3,Paid,19
2022-04-17,2022,Q2,April,Latin America,India,Rep_040,Direct,Security Module,Add-on,26,1138.14,5.8,27867.01,14440.4,13426.61,48.2,Proposal,Mid-Market,Existing,36,7,29984.56,29196.05,87.2,Paid,11
2024-07-18,2024,Q3,July,Middle East & Africa,India,Rep_013,Marketplace,AI Accelerator,Add-on,13,1257.46,17.8,13431.96,4954.33,8477.62,63.1,Closed Lost,Mid-Market,Reactivated,24,6,13219.75,14638.81,95.6,Outbound,40
2022-04-01,2022,Q2,April,Europe,UAE,Rep_020,Marketplace,Enterprise Suite,Software,20,5927.32,16.3,99232.05,50771.21,48460.85,48.8,Discovery,Enterprise,New,12,8,95434.93,92996.33,89.5,Inbound,137
2022-10-24,2022,Q4,October,Europe,UAE,Rep_013,Partner,Enterprise Suite,Software,33,8227.0,1.4,267784.69,119418.72,148365.97,55.4,Closed Lost,Enterprise,New,24,4,276774.76,288648.5,138.6,SEO,89
2023-11-19,2023,Q4,November,Latin America,USA,Rep_032,Partner,Security Module,Add-on,22,1789.34,19.7,31598.82,16280.63,15318.19,48.5,Closed Won,Mid-Market,Reactivated,12,4,31387.34,27973.03,98.5,Referral,101
2023-02-25,2023,Q1,February,Europe,UK,Rep_010,Online,Data Connector,Add-on,1,3754.61,0.8,3726.43,1195.59,2530.84,67.9,Proposal,SMB,New,24,1,4080.67,3277.95,82.7,Outbound,72
2022-12-23,2022,Q4,December,Middle East & Africa,UK,Rep_002,Partner,AI Accelerator,Add-on,16,1948.71,21.1,24609.18,9521.32,15087.87,61.3,Proposal,Mid-Market,Reactivated,1,6,26755.67,22690.38,79.2,Referral,174
2022-12-17,2022,Q4,December,North America,Japan,Rep_035,Reseller,Data Connector,Add-on,8,1614.44,19.9,10348.86,6858.63,3490.24,33.7,Negotiation,Mid-Market,Existing,36,4,11220.27,11437.91,107.0,SEO,80
2022-11-01,2022,Q4,November,Europe,France,Rep_038,Reseller,AI Accelerator,Add-on,4,6367.7,3.2,24665.55,9424.66,15240.89,61.8,Closed Lost,Mid-Market,Reactivated,1,8,26101.07,25799.04,73.4,Event,170
2024-11-08,2024,Q4,November,Latin America,Australia,Rep_032,Reseller,AI Accelerator,Add-on,34,4748.82,9.3,146368.26,61428.34,84939.92,58.0,Negotiation,Enterprise,Reactivated,36,10,150751.61,129225.58,131.6,Event,65
2024-03-21,2024,Q1,March,Asia Pacific,UAE,Rep_017,Marketplace,Analytics Add-on,Add-on,28,8908.35,23.4,191097.48,110459.88,80637.6,42.2,Closed Won,Enterprise,New,1,5,188976.51,179752.02,106.7,Event,136
2023-11-20,2023,Q4,November,Latin America,Brazil,Rep_025,Direct,Data Connector,Add-on,30,4437.56,12.4,116567.6,52169.41,64398.19,55.2,Closed Lost,Enterprise,Existing,12,5,119956.34,109997.52,66.6,SEO,136
2022-06-10,2022,Q2,June,Europe,UAE,Rep_013,Online,Security Module,Add-on,7,1361.16,13.7,8227.48,3716.53,4510.94,54.8,Negotiation,SMB,Existing,24,4,8565.86,9866.38,139.9,Paid,144
2023-06-19,2023,Q2,June,Asia Pacific,Canada,Rep_038,Direct,Enterprise Suite,Software,19,8257.63,10.1,141055.93,77785.68,63270.25,44.9,Proposal,Enterprise,Reactivated,12,7,133370.6,153657.07,76.8,Outbound,137
2024-08-17,2024,Q3,August,Asia Pacific,Canada,Rep_014,Reseller,Cloud Storage,Add-on,6,3267.13,19.3,15828.62,6801.42,9027.2,57.0,Proposal,Mid-Market,Reactivated,1,6,14685.64,18195.0,84.4,Paid,7
2024-10-20,2024,Q4,October,Asia Pacific,France,Rep_020,Online,AI Accelerator,Add-on,15,4306.64,10.1,58085.29,30454.91,27630.38,47.6,Discovery,Enterprise,New,1,3,54062.2,68601.92,86.4,Paid,159
2024-03-11,2024,Q1,March,Europe,UAE,Rep_037,Reseller,Data Connector,Add-on,26,823.35,11.9,18866.21,8490.24,10375.97,55.0,Negotiation,Mid-Market,New,12,2,19526.1,16433.5,126.1,SEO,130
2022-02-24,2022,Q1,February,Europe,Brazil,Rep_034,Direct,Starter Kit,Add-on,5,9130.18,5.1,43301.13,18099.38,25201.75,58.2,Proposal,Mid-Market,New,24,9,39066.68,40300.74,132.8,Event,45
2022-08-15,2022,Q3,August,Middle East & Africa,Japan,Rep_009,Partner,Starter Kit,Add-on,27,4885.86,23.9,100419.58,41843.25,58576.33,58.3,Negotiation,Enterprise,Existing,36,3,102502.47,118059.45,107.0,SEO,180
