Date,Week,Month,Quarter,Year,SKU_ID,Product_Name,Category,Warehouse,Region,Actual_Demand,Forecast_Demand,Forecast_Error_Pct,MAPE,Model_Used,Confidence_Interval_Low,Confidence_Interval_High,Inventory_On_Hand,Inventory_In_Transit,Safety_Stock,Reorder_Point,Days_Of_Supply,Stockout_Risk,Overstock_Risk,Unit_Cost,Selling_Price,Revenue_Forecast,Gross_Margin_Pct,Lead_Time_Days,Supplier,Supplier_Reliability_Pct,Elasticity,Promo_Planned,Promo_Lift_Pct,External_Factor,Trend_Direction,Seasonality_Index,ABC_Classification
2023-05-29,22,May,Q2,2023,SKU-1003,Healthcare Item 003,Healthcare,APAC Fulfillment,Middle East & Africa,6306,6494,3.0,10.73,Ensemble,5519,7468,7457,1361,2254,5196,35.5,Low,Medium,155.39,388.46,2522691.08,42.2,14,Supplier_02,95.8,-2.26,0,0,Competitor Promo,Stable,1.164,B
2022-05-07,18,May,Q2,2022,SKU-1002,Apparel Item 002,Apparel,APAC Fulfillment,Europe,2789,2907,4.2,18.48,ARIMA,2470,3343,5465,975,4186,8090,58.8,Medium,Low,56.48,141.2,410480.31,56.4,42,Supplier_15,85.0,-1.18,0,0,Holiday,Upward,1.245,A
2024-03-25,13,March,Q1,2024,SKU-1001,Automotive Item 001,Automotive,East Coast Hub,Latin America,393,324,17.6,22.68,XGBoost,275,372,1472,1866,319,751,112.4,Low,Medium,174.14,435.34,141050.67,24.0,33,Supplier_07,94.2,-1.96,0,0,Weather,Upward,1.298,A
2023-11-28,48,November,Q4,2023,SKU-1011,Apparel Item 011,Apparel,West Coast Hub,North America,2402,1890,21.3,17.88,LSTM,1606,2173,5717,409,3208,6730,71.4,Medium,Low,125.46,313.65,592803.32,30.5,44,Supplier_07,90.7,-1.47,0,0,Competitor Promo,Stable,0.839,B
2023-03-04,9,March,Q1,2023,SKU-1010,Home & Garden Item 010,Home & Garden,West Coast Hub,Latin America,5729,6462,12.8,7.97,ARIMA,5492,7431,9284,1652,1395,2922,48.6,Low,High,16.6,41.51,268222.15,37.7,8,Supplier_07,87.8,-0.47,1,0,Supply Shock,Upward,1.265,A
2023-06-27,26,June,Q2,2023,SKU-1002,Food & Beverage Item 002,Food & Beverage,East Coast Hub,Asia Pacific,3894,5138,31.9,6.97,ARIMA,4367,5908,7097,1168,3299,5895,54.7,Low,Low,57.99,144.98,744893.36,20.8,20,Supplier_05,75.7,-1.95,0,23.9,Competitor Promo,Upward,1.023,C
2022-11-11,45,November,Q4,2022,SKU-1019,Food & Beverage Item 019,Food & Beverage,East Coast Hub,Asia Pacific,2528,2312,8.5,16.22,Ensemble,1965,2658,2372,212,1579,4275,28.1,Medium,Low,181.23,453.08,1047509.94,59.0,32,Supplier_07,92.2,-0.02,0,21.8,None,Stable,0.773,B
2022-02-22,8,February,Q1,2022,SKU-1023,Apparel Item 023,Apparel,West Coast Hub,Europe,3130,3100,1.0,15.03,Holt-Winters,2635,3564,9923,1929,1402,2341,95.1,Low,High,13.55,33.86,104974.5,26.8,9,Supplier_04,93.7,-0.6,0,0,Weather,Upward,1.237,C
2024-05-27,22,May,Q2,2024,SKU-1011,Office Item 011,Office,APAC Fulfillment,North America,4360,5887,35.0,5.22,Holt-Winters,5003,6770,9953,1863,2282,4171,68.5,Low,Medium,173.11,432.78,2547781.21,54.8,13,Supplier_01,95.6,-1.72,0,15.6,Weather,Downward,1.168,C
2022-12-15,50,December,Q4,2022,SKU-1008,Automotive Item 008,Automotive,European DC,Middle East & Africa,611,537,12.1,20.62,ARIMA,456,617,2004,967,744,1538,98.4,Low,Low,92.23,230.57,123816.66,26.3,39,Supplier_15,95.1,-2.29,0,0,Weather,Downward,0.918,A
2024-01-11,2,January,Q1,2024,SKU-1006,Apparel Item 006,Apparel,Central Depot,Asia Pacific,4942,5385,9.0,18.06,Holt-Winters,4577,6192,8903,45,6428,11699,54.0,Medium,Low,143.52,358.81,1932169.48,54.7,32,Supplier_12,97.0,-0.27,0,0,Holiday,Stable,1.056,B
2024-10-13,41,October,Q4,2024,SKU-1002,Healthcare Item 002,Healthcare,Central Depot,Latin America,2393,2441,2.0,14.59,ARIMA,2074,2807,8784,819,2206,5715,110.1,Low,Medium,37.95,94.87,231566.77,28.8,44,Supplier_03,87.3,-2.99,1,24.2,Supply Shock,Downward,0.708,B
2023-04-18,16,April,Q2,2023,SKU-1004,Home & Garden Item 004,Home & Garden,APAC Fulfillment,Europe,1359,1416,4.2,11.03,Holt-Winters,1203,1628,7090,160,647,1326,156.5,Low,High,35.11,87.77,124284.46,27.1,15,Supplier_05,73.0,-1.97,0,48.9,None,Stable,1.288,B
2023-12-13,50,December,Q4,2023,SKU-1019,Electronics Item 019,Electronics,East Coast Hub,North America,1457,1564,7.3,9.92,Ensemble,1329,1798,5114,613,600,1377,105.3,Low,High,90.79,226.96,354969.6,50.0,16,Supplier_01,81.2,-2.03,0,0,None,Upward,0.909,A
2023-07-04,27,July,Q3,2023,SKU-1009,Food & Beverage Item 009,Food & Beverage,East Coast Hub,Middle East & Africa,4020,3405,15.3,17.0,Ensemble,2894,3915,9449,920,4658,10018,70.5,Low,Low,77.35,193.36,658399.57,41.7,40,Supplier_15,93.5,-1.52,0,43.4,Holiday,Stable,0.987,B
2022-12-31,52,December,Q4,2022,SKU-1011,Electronics Item 011,Electronics,European DC,North America,586,544,7.2,7.96,XGBoost,462,625,3197,1122,1171,2050,163.7,Low,Low,9.15,22.88,12444.5,61.7,45,Supplier_03,78.2,-2.25,0,0,Economic,Upward,1.0,C
2023-05-02,18,May,Q2,2023,SKU-1000,Automotive Item 000,Automotive,East Coast Hub,Latin America,5310,5563,4.8,16.75,ARIMA,4728,6397,9169,1216,1071,2133,51.8,Low,High,172.57,431.43,2400044.49,42.6,6,Supplier_15,75.3,-0.01,0,0,Supply Shock,Upward,1.259,A
2023-07-15,28,July,Q3,2023,SKU-1024,Home & Garden Item 024,Home & Garden,European DC,Middle East & Africa,988,977,1.1,5.01,Ensemble,830,1123,3466,23,242,439,105.2,Low,High,114.72,286.8,280205.71,27.5,6,Supplier_02,70.7,-0.61,0,0,None,Downward,0.931,A
2024-01-10,2,January,Q1,2024,SKU-1026,Office Item 026,Office,Central Depot,Europe,3881,3820,1.6,5.88,ARIMA,3247,4393,4057,475,4001,7105,31.4,Medium,Low,180.45,451.13,1723298.39,28.0,24,Supplier_03,78.7,-1.35,1,0,Holiday,Upward,1.051,A
2024-09-12,37,September,Q3,2024,SKU-1024,Apparel Item 024,Apparel,East Coast Hub,Middle East & Africa,2361,1831,22.4,13.73,Ensemble,1556,2105,5370,1630,749,1693,68.2,Low,High,78.44,196.1,359053.24,46.3,12,Supplier_14,86.7,-0.13,0,0,Holiday,Stable,0.714,A
2023-01-18,3,January,Q1,2023,SKU-1004,Healthcare Item 004,Healthcare,East Coast Hub,North America,6384,4614,27.7,19.92,ARIMA,3921,5306,7482,764,4816,9284,35.2,Medium,Low,116.22,290.54,1340568.31,64.7,21,Supplier_15,71.8,-1.78,1,0,Weather,Downward,1.091,B
2022-02-13,6,February,Q1,2022,SKU-1024,Apparel Item 024,Apparel,West Coast Hub,Middle East & Africa,978,919,6.0,23.42,Holt-Winters,781,1056,3338,904,821,1473,102.4,Low,Medium,58.74,146.85,134954.5,44.3,20,Supplier_11,82.4,-1.53,0,0,Supply Shock,Upward,1.206,C
2023-11-27,48,November,Q4,2023,SKU-1021,Automotive Item 021,Automotive,East Coast Hub,Middle East & Africa,3185,3919,23.0,20.68,Holt-Winters,3331,4506,8137,1319,346,983,76.6,Low,High,90.11,225.27,882814.64,51.7,6,Supplier_15,71.4,-1.9,0,0,Weather,Stable,0.834,C
2022-11-01,44,November,Q4,2022,SKU-1003,Office Item 003,Office,APAC Fulfillment,Latin America,669,840,25.6,11.67,ARIMA,714,965,1419,1348,475,1054,63.6,Low,Low,151.65,379.12,318457.7,49.2,26,Supplier_11,76.4,-1.6,1,0,Economic,Stable,0.742,A
2022-08-26,34,August,Q3,2022,SKU-1003,Automotive Item 003,Automotive,Central Depot,North America,2529,2722,7.6,12.94,Prophet,2313,3130,6330,806,2271,4209,75.1,Low,Low,126.3,315.74,859447.21,49.4,23,Supplier_07,78.9,-2.64,0,0,Competitor Promo,Stable,0.755,A
2022-01-02,52,January,Q1,2022,SKU-1022,Apparel Item 022,Apparel,West Coast Hub,Asia Pacific,2375,2554,7.5,21.27,Prophet,2170,2937,6715,325,1503,2928,84.8,Low,Medium,25.07,62.69,160101.32,37.3,18,Supplier_13,77.7,-0.24,0,0,None,Downward,1.01,C
2022-09-04,35,September,Q3,2022,SKU-1020,Office Item 020,Office,Central Depot,Europe,2066,2148,4.0,11.22,Ensemble,1825,2470,7374,1849,1730,4553,107.1,Low,Medium,16.75,41.88,89955.72,55.6,41,Supplier_15,88.6,-2.36,0,0,Economic,Downward,0.731,C
2023-02-24,8,February,Q1,2023,SKU-1000,Food & Beverage Item 000,Food & Beverage,Central Depot,Latin America,3429,3614,5.4,16.1,ARIMA,3071,4156,548,1234,314,656,4.8,Medium,Low,176.17,440.43,1591723.63,44.1,3,Supplier_04,75.5,-0.09,0,0,Competitor Promo,Downward,1.243,A
2024-03-08,10,March,Q1,2024,SKU-1025,Healthcare Item 025,Healthcare,Central Depot,Middle East & Africa,2413,2404,0.4,20.83,Ensemble,2043,2764,789,55,2111,4604,9.8,High,Low,50.58,126.45,303986.94,49.5,31,Supplier_07,78.1,-1.45,0,0,Holiday,Upward,1.276,C
2022-08-03,31,August,Q3,2022,SKU-1014,Healthcare Item 014,Healthcare,Central Depot,Europe,1329,1798,35.3,18.66,XGBoost,1528,2067,2657,1186,184,361,60.0,Low,High,67.9,169.76,305226.07,32.2,4,Supplier_12,80.4,-1.4,0,0,Economic,Downward,0.841,B
2024-02-28,9,February,Q1,2024,SKU-1023,Automotive Item 023,Automotive,European DC,Middle East & Africa,1963,1768,9.9,14.61,Holt-Winters,1502,2033,8356,254,761,1349,127.7,Low,High,184.06,460.15,813537.09,20.3,9,Supplier_11,96.8,-1.11,1,45.3,Supply Shock,Upward,1.255,A
2022-05-01,17,May,Q2,2022,SKU-1002,Office Item 002,Office,European DC,Europe,359,273,24.0,7.74,Holt-Winters,232,313,8605,353,115,234,719.1,Low,High,126.99,317.47,86669.29,34.7,10,Supplier_15,85.4,-2.66,0,0,Competitor Promo,Stable,1.262,B
2022-07-21,29,July,Q3,2022,SKU-1028,Automotive Item 028,Automotive,European DC,Latin America,4069,3936,3.3,12.0,Holt-Winters,3345,4526,4359,1631,1870,4853,32.1,Low,Low,102.56,256.4,1009205.76,63.7,22,Supplier_01,77.4,-1.02,0,27.3,Competitor Promo,Stable,0.901,B
2024-10-14,42,October,Q4,2024,SKU-1002,Home & Garden Item 002,Home & Garden,Central Depot,North America,1353,1406,3.9,15.69,ARIMA,1195,1616,7216,520,2048,3806,160.0,Low,Medium,63.06,157.65,221657.3,45.8,39,Supplier_15,87.8,-0.09,0,43.0,Economic,Upward,0.709,C
2022-02-13,6,February,Q1,2022,SKU-1010,Food & Beverage Item 010,Food & Beverage,European DC,Asia Pacific,5214,6271,20.3,7.66,Ensemble,5330,7211,6129,935,2770,4855,35.3,Low,Low,86.86,217.16,1361819.97,56.8,12,Supplier_13,91.5,-0.62,0,0,Competitor Promo,Stable,1.206,B
2024-09-22,38,September,Q3,2024,SKU-1011,Home & Garden Item 011,Home & Garden,Central Depot,Latin America,3780,3232,14.5,15.55,LSTM,2747,3716,3942,18,1517,2651,31.3,Low,Low,193.6,484.01,1564314.13,38.2,9,Supplier_15,80.1,-1.33,0,23.9,Holiday,Stable,0.703,B
2023-04-24,17,April,Q2,2023,SKU-1013,Sports Item 013,Sports,West Coast Hub,Latin America,2501,2424,3.1,4.75,LSTM,2060,2787,799,850,801,1551,9.6,High,Low,148.05,370.12,897159.89,27.7,9,Supplier_14,96.3,-1.06,0,0,Competitor Promo,Upward,1.277,A
2024-08-02,31,August,Q3,2024,SKU-1020,Office Item 020,Office,European DC,North America,877,863,1.6,6.37,Holt-Winters,733,992,3342,1626,415,736,114.3,Low,High,17.2,42.99,37104.24,31.7,11,Supplier_03,93.9,-0.24,0,0,None,Upward,0.841,A
2023-02-19,7,February,Q1,2023,SKU-1020,Home & Garden Item 020,Home & Garden,European DC,Latin America,5001,3722,25.6,18.89,ARIMA,3163,4280,3649,1599,646,1479,21.9,Low,High,67.56,168.9,628663.55,40.4,5,Supplier_09,96.8,-0.03,0,0,Holiday,Upward,1.227,B
2024-04-06,14,April,Q2,2024,SKU-1009,Sports Item 009,Sports,East Coast Hub,Middle East & Africa,2415,2838,17.5,7.95,Prophet,2412,3263,9102,486,2162,4738,113.1,Low,Medium,187.93,469.81,1333329.03,37.0,32,Supplier_10,74.4,-1.97,1,0,None,Stable,1.299,A
2024-02-14,7,February,Q1,2024,SKU-1012,Sports Item 012,Sports,APAC Fulfillment,Middle East & Africa,4030,3941,2.2,3.07,ARIMA,3349,4532,2637,195,1129,2338,19.6,Low,Low,198.97,497.43,1960355.61,43.0,9,Supplier_14,98.8,-0.5,0,0,Economic,Downward,1.21,A
2022-10-02,39,October,Q4,2022,SKU-1025,Automotive Item 025,Automotive,East Coast Hub,Latin America,339,409,20.6,15.23,ARIMA,347,470,3195,1214,122,359,282.7,Low,High,192.68,481.7,197016.61,60.6,21,Supplier_05,98.8,-0.87,0,54.8,Supply Shock,Stable,0.7,C
2024-02-11,6,February,Q1,2024,SKU-1004,Automotive Item 004,Automotive,Central Depot,Latin America,1421,1277,10.1,17.92,ARIMA,1085,1468,2233,1294,172,408,47.1,Low,High,99.16,247.9,316567.06,64.1,5,Supplier_08,79.9,-1.97,0,0,Holiday,Upward,1.198,A
2023-01-14,2,January,Q1,2023,SKU-1009,Home & Garden Item 009,Home & Garden,West Coast Hub,Europe,942,782,17.0,18.93,Holt-Winters,664,899,6308,728,502,1192,200.9,Low,High,82.87,207.19,162018.78,61.2,22,Supplier_13,87.4,-1.14,0,13.3,Economic,Upward,1.072,C
2022-11-28,48,November,Q4,2022,SKU-1014,Electronics Item 014,Electronics,European DC,Asia Pacific,4466,4241,5.0,4.89,Holt-Winters,3604,4877,910,1948,5663,9980,6.1,High,Low,117.37,293.42,1244399.65,52.1,29,Supplier_13,73.4,-0.68,1,51.7,Weather,Upward,0.839,A
2022-06-09,23,June,Q2,2022,SKU-1001,Apparel Item 001,Apparel,East Coast Hub,Asia Pacific,249,216,13.3,15.46,LSTM,183,248,5432,1840,133,249,654.5,Low,High,11.03,27.58,5956.2,38.8,14,Supplier_13,81.6,-1.96,0,0,None,Stable,1.113,A
2024-08-25,34,August,Q3,2024,SKU-1021,Home & Garden Item 021,Home & Garden,East Coast Hub,Europe,719,703,2.2,9.83,Prophet,597,808,9399,371,415,750,392.2,Low,High,49.1,122.75,86291.26,33.8,14,Supplier_09,85.8,-0.4,0,0,Competitor Promo,Downward,0.755,B
2024-01-01,1,January,Q1,2024,SKU-1014,Office Item 014,Office,East Coast Hub,Asia Pacific,4246,4192,1.3,11.75,ARIMA,3563,4820,9766,340,1939,3778,69.0,Low,High,73.09,182.73,765999.3,59.3,13,Supplier_13,78.6,-0.95,0,0,None,Downward,1.005,A
2022-06-06,23,June,Q2,2022,SKU-1012,Electronics Item 012,Electronics,West Coast Hub,Europe,3844,4632,20.5,16.79,XGBoost,3937,5326,1974,1390,3204,8073,15.4,High,Low,110.65,276.62,1281324.57,32.2,38,Supplier_10,93.2,-2.16,0,0,None,Stable,1.128,B
2023-09-28,39,September,Q3,2023,SKU-1009,Automotive Item 009,Automotive,East Coast Hub,Asia Pacific,319,312,2.2,5.05,Holt-Winters,265,358,2301,113,555,1001,216.4,Low,Medium,76.12,190.31,59376.83,41.6,42,Supplier_04,75.9,-1.26,0,0,None,Upward,0.7,B
2024-04-05,14,April,Q2,2024,SKU-1025,Food & Beverage Item 025,Food & Beverage,Central Depot,Europe,4267,5445,27.6,22.62,Holt-Winters,4628,6261,9848,1169,2924,6479,69.2,Low,Medium,45.47,113.67,618907.23,55.0,25,Supplier_14,76.0,-2.48,0,49.7,Competitor Promo,Downward,1.299,A
2022-05-04,18,May,Q2,2022,SKU-1019,Office Item 019,Office,West Coast Hub,North America,3258,3756,15.3,18.43,XGBoost,3192,4319,4183,1983,3221,6261,38.5,Medium,Low,146.07,365.17,1371566.86,62.6,28,Supplier_04,86.3,-0.55,0,49.2,None,Upward,1.254,C
2022-11-20,46,November,Q4,2022,SKU-1016,Apparel Item 016,Apparel,APAC Fulfillment,Asia Pacific,2403,2461,2.4,14.24,XGBoost,2091,2830,215,695,1828,4311,2.7,High,Low,145.78,364.44,896897.02,20.5,31,Supplier_01,81.3,-2.64,0,0,Economic,Stable,0.805,A
2024-08-01,31,August,Q3,2024,SKU-1016,Automotive Item 016,Automotive,West Coast Hub,Asia Pacific,2403,1959,18.5,7.29,Ensemble,1665,2252,6433,1696,1223,2264,80.3,Low,High,17.99,44.99,88126.26,25.5,13,Supplier_15,78.8,-0.38,1,59.3,Holiday,Downward,0.845,B
2024-07-15,29,July,Q3,2024,SKU-1010,Sports Item 010,Sports,Central Depot,Asia Pacific,2969,3328,12.1,9.67,ARIMA,2828,3827,3999,182,2788,6449,40.4,Medium,Low,150.92,377.3,1255654.85,25.6,37,Supplier_03,74.1,-0.28,0,0,Weather,Upward,0.926,A
2022-04-20,16,April,Q2,2022,SKU-1011,Sports Item 011,Sports,West Coast Hub,Europe,441,444,0.7,18.38,Prophet,377,510,9271,1469,203,379,630.7,Low,High,49.9,124.76,55393.31,63.0,12,Supplier_05,95.4,-0.57,1,0,None,Stable,1.285,A
2024-04-07,14,April,Q2,2024,SKU-1027,Sports Item 027,Sports,East Coast Hub,North America,4570,4760,4.2,15.76,Holt-Winters,4046,5474,7346,984,1792,4991,48.2,Low,Medium,142.67,356.67,1697749.47,41.9,21,Supplier_06,90.0,-2.12,1,0,Supply Shock,Downward,1.298,B
2022-02-07,6,February,Q1,2022,SKU-1023,Apparel Item 023,Apparel,Central Depot,Europe,790,846,7.1,11.93,XGBoost,719,972,1936,796,286,628,73.5,Low,High,41.02,102.56,86767.75,39.3,13,Supplier_04,83.5,-1.72,0,24.9,Holiday,Upward,1.183,A
2023-07-03,27,July,Q3,2023,SKU-1016,Home & Garden Item 016,Home & Garden,Central Depot,Asia Pacific,875,1126,28.7,9.37,Prophet,957,1294,5414,333,674,1665,185.6,Low,High,182.31,455.77,513195.54,24.5,34,Supplier_13,98.1,-0.79,0,27.6,Holiday,Upward,0.992,B
2023-08-07,32,August,Q3,2023,SKU-1025,Automotive Item 025,Automotive,APAC Fulfillment,Middle East & Africa,128,118,7.8,8.48,Ensemble,100,135,881,1180,89,225,206.5,Low,High,146.54,366.36,43230.63,29.0,32,Supplier_10,74.3,-0.81,1,35.3,None,Upward,0.824,A
2022-03-05,9,March,Q1,2022,SKU-1012,Automotive Item 012,Automotive,East Coast Hub,Asia Pacific,6980,6445,7.7,6.02,Prophet,5478,7411,4671,1529,6317,11435,20.1,High,Low,107.93,269.82,1738960.44,64.8,22,Supplier_02,97.5,-0.4,0,0,Weather,Downward,1.268,B
2022-02-06,5,February,Q1,2022,SKU-1014,Home & Garden Item 014,Home & Garden,APAC Fulfillment,Asia Pacific,2692,2654,1.4,20.49,ARIMA,2255,3052,5726,1815,367,905,63.8,Low,High,9.74,24.34,64603.7,62.5,6,Supplier_10,87.8,-2.32,1,0,None,Downward,1.178,A
2022-04-07,14,April,Q2,2022,SKU-1029,Food & Beverage Item 029,Food & Beverage,West Coast Hub,Asia Pacific,3509,3839,9.4,14.79,LSTM,3263,4414,405,1070,3989,6913,3.5,High,Low,155.37,388.42,1491161.4,32.7,25,Supplier_01,78.9,-0.7,1,23.0,Supply Shock,Downward,1.299,C
2024-08-06,32,August,Q3,2024,SKU-1015,Automotive Item 015,Automotive,East Coast Hub,Europe,3454,4404,27.5,12.49,Ensemble,3743,5064,9646,69,948,2444,83.8,Low,High,82.51,206.29,908479.67,48.3,13,Supplier_07,86.1,-2.15,0,0,Competitor Promo,Stable,0.824,A
2023-04-16,15,April,Q2,2023,SKU-1000,Food & Beverage Item 000,Food & Beverage,APAC Fulfillment,Europe,3551,2958,16.7,19.64,Ensemble,2514,3401,5151,618,7781,12989,43.5,High,Low,24.09,60.21,178109.31,26.2,44,Supplier_15,97.4,-1.86,1,0,Competitor Promo,Stable,1.29,A
2024-06-29,26,June,Q2,2024,SKU-1008,Healthcare Item 008,Healthcare,East Coast Hub,Latin America,4855,4315,11.1,8.82,LSTM,3667,4962,6867,139,3065,5654,42.4,Low,Low,71.33,178.33,769498.91,49.4,16,Supplier_12,73.3,-0.13,0,0,Economic,Upward,1.008,B
2022-05-26,21,May,Q2,2022,SKU-1028,Office Item 028,Office,Central Depot,Europe,772,719,6.9,5.99,ARIMA,611,826,5152,20,849,1595,200.2,Low,High,111.34,278.34,200128.63,25.5,29,Supplier_02,70.8,-1.03,0,0,Economic,Downward,1.176,A
2023-07-07,27,July,Q3,2023,SKU-1002,Electronics Item 002,Electronics,APAC Fulfillment,North America,556,437,21.4,24.89,Holt-Winters,371,502,7427,972,394,801,400.7,Low,High,20.01,50.02,21857.1,45.6,22,Supplier_02,98.8,-0.39,0,19.4,None,Upward,0.972,A
2022-05-19,20,May,Q2,2022,SKU-1005,Food & Beverage Item 005,Food & Beverage,East Coast Hub,Latin America,2192,1823,16.8,2.99,Prophet,1549,2096,7828,944,221,440,107.1,Low,High,171.74,429.36,782727.22,43.3,3,Supplier_13,80.5,-2.19,0,0,Economic,Upward,1.204,B
2023-07-17,29,July,Q3,2023,SKU-1005,Food & Beverage Item 005,Food & Beverage,Central Depot,Latin America,2880,3150,9.4,11.33,Ensemble,2677,3622,1770,1281,3378,7506,18.4,High,Low,126.41,316.02,995450.55,25.9,43,Supplier_14,70.0,-0.67,0,0,Weather,Upward,0.921,A
2022-08-26,34,August,Q3,2022,SKU-1023,Office Item 023,Office,Central Depot,Asia Pacific,3875,3757,3.0,7.3,LSTM,3193,4320,3409,1937,3566,6407,26.4,High,Low,139.69,349.22,1312026.52,36.2,22,Supplier_15,71.4,-2.48,0,0,None,Downward,0.755,B
2024-03-08,10,March,Q1,2024,SKU-1022,Electronics Item 022,Electronics,European DC,Europe,7240,6608,8.7,17.16,Ensemble,5616,7599,2517,1985,7612,15093,10.4,High,Low,186.94,467.35,3088241.76,60.8,31,Supplier_15,78.0,-0.31,0,0,Supply Shock,Stable,1.276,B
2022-04-24,16,April,Q2,2022,SKU-1008,Food & Beverage Item 008,Food & Beverage,East Coast Hub,Latin America,2507,2771,10.5,2.48,Ensemble,2355,3186,9922,1577,978,2064,118.7,Low,High,100.15,250.37,693776.49,56.0,13,Supplier_03,77.2,-1.45,0,10.8,Supply Shock,Downward,1.277,A
2024-08-25,34,August,Q3,2024,SKU-1017,Electronics Item 017,Electronics,Central Depot,Europe,1909,2092,9.6,2.11,Prophet,1778,2405,4392,305,1554,3463,69.0,Low,Low,31.23,78.07,163323.96,28.1,30,Supplier_03,73.5,-1.46,0,0,Holiday,Upward,0.755,B
2023-03-21,12,March,Q1,2023,SKU-1024,Home & Garden Item 024,Home & Garden,East Coast Hub,Latin America,4360,4564,4.7,21.54,Ensemble,3879,5248,4996,438,1762,4523,34.4,Low,Low,32.15,80.38,366865.65,45.0,19,Supplier_15,88.7,-2.76,0,0,Supply Shock,Upward,1.294,A
2023-03-16,11,March,Q1,2023,SKU-1021,Sports Item 021,Sports,APAC Fulfillment,Latin America,951,1015,6.7,3.86,Ensemble,862,1167,6474,1448,349,666,204.2,Low,High,87.29,218.24,221510.12,24.2,10,Supplier_09,81.6,-2.56,0,0,Weather,Stable,1.288,B
2023-01-01,52,January,Q1,2023,SKU-1002,Food & Beverage Item 002,Food & Beverage,East Coast Hub,Asia Pacific,1786,1781,0.3,24.78,Ensemble,1513,2048,2528,1880,1037,3001,42.5,Low,Low,91.53,228.83,407552.45,50.7,33,Supplier_10,98.7,-0.59,0,0,Weather,Downward,1.005,B
2024-07-15,29,July,Q3,2024,SKU-1006,Electronics Item 006,Electronics,European DC,Asia Pacific,1118,1375,23.0,21.47,Prophet,1168,1581,855,1503,955,2296,22.9,High,Low,75.49,188.72,259494.14,22.3,36,Supplier_15,95.8,-0.03,1,0,Supply Shock,Downward,0.926,A
2022-01-05,1,January,Q1,2022,SKU-1020,Office Item 020,Office,APAC Fulfillment,Latin America,2988,2715,9.1,22.81,ARIMA,2307,3122,5954,1489,2983,6469,59.8,Medium,Low,78.84,197.1,535123.11,53.0,35,Supplier_12,79.2,-0.48,0,0,Weather,Downward,1.026,A
2024-10-18,42,October,Q4,2024,SKU-1024,Electronics Item 024,Electronics,APAC Fulfillment,Asia Pacific,839,935,11.4,17.62,LSTM,794,1075,4768,777,138,305,170.5,Low,High,150.64,376.61,352125.71,54.3,6,Supplier_10,74.9,-0.18,0,0,Supply Shock,Upward,0.715,B
2024-03-31,13,March,Q1,2024,SKU-1004,Food & Beverage Item 004,Food & Beverage,European DC,Asia Pacific,4753,4496,5.4,11.81,LSTM,3821,5170,2619,1467,3482,6492,16.5,High,Low,73.22,183.06,823016.6,31.0,19,Supplier_08,74.4,-2.76,0,0,Competitor Promo,Stable,1.3,B
2023-11-13,46,November,Q4,2023,SKU-1022,Healthcare Item 022,Healthcare,Central Depot,Asia Pacific,2340,2024,13.5,7.99,Ensemble,1720,2327,706,1616,2156,4418,9.1,High,Low,76.2,190.5,385577.7,47.2,29,Supplier_09,86.3,-2.87,1,45.0,Competitor Promo,Downward,0.779,B
2024-11-29,48,November,Q4,2024,SKU-1028,Electronics Item 028,Electronics,East Coast Hub,North America,1401,1425,1.7,14.88,Prophet,1211,1638,9430,619,369,882,201.9,Low,High,196.89,492.23,701432.4,25.4,11,Supplier_09,83.9,-0.08,0,49.5,Holiday,Upward,0.847,C
2023-02-02,5,February,Q1,2023,SKU-1001,Sports Item 001,Sports,West Coast Hub,Latin America,3683,2750,25.3,18.92,ARIMA,2337,3162,4415,309,1189,3153,36.0,Low,Medium,151.29,378.24,1040149.3,61.9,16,Supplier_10,80.7,-0.92,0,0,None,Downward,1.161,C
2022-08-10,32,August,Q3,2022,SKU-1024,Office Item 024,Office,West Coast Hub,Latin America,3063,3423,11.8,14.08,Ensemble,2909,3936,2263,1209,1632,3061,22.2,Medium,Low,94.64,236.61,809910.02,26.4,14,Supplier_09,76.8,-0.6,1,0,None,Upward,0.811,A
2024-05-09,19,May,Q2,2024,SKU-1005,Electronics Item 005,Electronics,APAC Fulfillment,North America,1995,2029,1.7,21.59,Ensemble,1724,2333,3219,138,421,753,48.4,Low,High,85.29,213.22,432630.79,61.1,5,Supplier_13,77.5,-1.82,0,0,Competitor Promo,Downward,1.236,C
2024-04-13,15,April,Q2,2024,SKU-1027,Food & Beverage Item 027,Food & Beverage,Central Depot,Europe,1919,1834,4.4,12.13,Prophet,1558,2109,1341,661,193,512,21.0,Low,High,110.96,277.4,508746.06,35.0,5,Supplier_08,76.6,-0.79,0,0,Weather,Stable,1.293,C
2023-09-10,36,September,Q3,2023,SKU-1005,Sports Item 005,Sports,Central Depot,Europe,91,113,24.2,4.64,XGBoost,96,129,2944,1725,122,225,970.5,Low,High,185.79,464.47,52485.12,62.9,34,Supplier_08,92.6,-0.81,0,0,Holiday,Downward,0.719,B
2023-03-30,13,March,Q1,2023,SKU-1009,Apparel Item 009,Apparel,Central Depot,Middle East & Africa,4939,5745,16.3,12.1,LSTM,4883,6606,6847,902,4947,10215,41.6,Medium,Low,110.26,275.65,1583600.52,41.0,32,Supplier_11,86.6,-0.9,1,0,Weather,Downward,1.3,B
